2023-07-25 05:05:39,774 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 29.0
2023-11-20 07:14:37,207 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1244500.0
2023-11-20 07:15:12,803 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-20 11:28:02,153 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-20 13:08:31,296 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3200.0
2023-11-20 13:14:37,460 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1245900.0
2023-11-20 13:15:12,786 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-20 17:28:02,246 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-20 19:08:31,525 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3200.0
2023-11-20 19:14:37,452 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1248900.0
2023-11-20 19:15:12,994 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-20 23:28:02,415 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-21 01:08:31,726 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3200.0
2023-11-21 01:14:37,582 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1250700.0
2023-11-21 01:15:13,076 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-21 05:06:24,153 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-21 05:15:34,231 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-21 05:28:02,496 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-21 05:47:33,765 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3200.0
2023-11-21 05:48:05,854 - ---- MQTT process End -------
2023-11-21 07:08:31,984 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3200.0
2023-11-21 07:14:37,708 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1252000.0
2023-11-21 07:15:13,160 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-21 11:28:02,693 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-21 13:08:32,217 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3200.0
2023-11-21 13:14:37,827 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1253500.0
2023-11-21 13:15:13,123 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-21 17:28:02,859 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-21 19:08:32,428 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3200.0
2023-11-21 19:14:37,813 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1256100.0
2023-11-21 19:15:13,366 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-21 23:28:02,964 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-22 01:08:32,616 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3200.0
2023-11-22 01:14:37,902 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1261300.0
2023-11-22 01:15:13,295 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-22 05:06:24,498 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-22 05:15:34,809 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-22 05:28:03,072 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-22 05:28:14,354 - Message didn't contain expected 'uplink_message.frm_payload' field
2023-11-22 05:28:14,354 - {'end_device_ids': {'device_id': 'eui-8cf95720000b8c4c', 'application_ids': {'application_id': 'ifempto'}, 'dev_eui': '8CF95720000B8C4C', 'join_eui': '526973696E674846', 'dev_addr': '27FEC4E0'}, 'correlation_ids': ['gs:uplink:01HFTR05GNVAMEGYXGHK8FZGP9'], 'received_at': '2023-11-22T05:28:14.308382808Z', 'uplink_message': {'session_key_id': 'AYkkhB9u5MvKvGvIALeVQA==', 'f_cnt': 814, 'rx_metadata': [{'gateway_ids': {'gateway_id': 'eui-7076ff007906001d', 'eui': '7076FF007906001D'}, 'time': '2023-11-22T05:28:14.073132Z', 'timestamp': 208767881, 'rssi': -84, 'channel_rssi': -84, 'snr': 7, 'uplink_token': 'CiIKIAoUZXVpLTcwNzZmZjAwNzkwNjAwMWQSCHB2/wB5BgAdEImXxmMaCwjuovaqBhD71b8wIKiepNyJph8=', 'channel_index': 7, 'received_at': '2023-11-22T05:28:11.990036834Z'}], 'settings': {'data_rate': {'lora': {'bandwidth': 125000, 'spreading_factor': 7, 'coding_rate': '4/5'}}, 'frequency': '903700000', 'timestamp': 208767881, 'time': '2023-11-22T05:28:14.073132Z'}, 'received_at': '2023-11-22T05:28:14.102866875Z', 'consumed_airtime': '0.051456s', 'network_ids': {'net_id': '000013', 'ns_id': 'EC656E0000000102', 'tenant_id': 'scalldigital', 'cluster_id': 'nam1', 'cluster_address': 'nam1.cloud.thethings.industries', 'tenant_address': 'scalldigital.nam1.cloud.thethings.industries'}}}
2023-11-22 05:53:10,323 - ---- MQTT process End -------
2023-11-22 07:08:32,951 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3200.0
2023-11-22 07:14:38,055 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1264800.0
2023-11-22 07:15:13,526 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-22 11:28:03,249 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-22 13:08:33,150 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3200.0
2023-11-22 13:08:43,541 - Message didn't contain expected 'uplink_message.frm_payload' field
2023-11-22 13:08:43,550 - {'end_device_ids': {'device_id': 'eui-8cf95720000b778e', 'application_ids': {'application_id': 'ifempto'}, 'dev_eui': '8CF95720000B778E', 'join_eui': '526973696E674846', 'dev_addr': '27FEC4EB'}, 'correlation_ids': ['gs:uplink:01HFVJBB492NV8E5SAJSY3Q2M3'], 'received_at': '2023-11-22T13:08:43.486192735Z', 'uplink_message': {'session_key_id': 'AYkmKRqZNDmDJ08W2ikn2Q==', 'f_cnt': 818, 'rx_metadata': [{'gateway_ids': {'gateway_id': 'eui-7076ff007906001d', 'eui': '7076FF007906001D'}, 'time': '2023-11-22T13:08:43.224191Z', 'timestamp': 2125600812, 'rssi': -74, 'channel_rssi': -74, 'snr': 13.8, 'uplink_token': 'CiIKIAoUZXVpLTcwNzZmZjAwNzkwNjAwMWQSCHB2/wB5BgAdEKywyPUHGgwI2/r3qgYQmYmqggEg4Ne5ve7LJQ==', 'channel_index': 4, 'received_at': '2023-11-22T13:08:41.171623474Z'}], 'settings': {'data_rate': {'lora': {'bandwidth': 125000, 'spreading_factor': 7, 'coding_rate': '4/5'}}, 'frequency': '903100000', 'timestamp': 2125600812, 'time': '2023-11-22T13:08:43.224191Z'}, 'received_at': '2023-11-22T13:08:43.274068981Z', 'consumed_airtime': '0.051456s', 'network_ids': {'net_id': '000013', 'ns_id': 'EC656E0000000102', 'tenant_id': 'scalldigital', 'cluster_id': 'nam1', 'cluster_address': 'nam1.cloud.thethings.industries', 'tenant_address': 'scalldigital.nam1.cloud.thethings.industries'}}}
2023-11-23 05:58:15,725 - ---- MQTT process End -------
2023-11-23 07:08:33,844 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3200.0
2023-11-23 07:14:38,602 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1284800.0
2023-11-23 07:15:13,951 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-23 11:28:03,892 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-23 13:08:34,099 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3200.0
2023-11-23 13:14:38,579 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1287900.0
2023-11-23 13:15:14,222 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-23 17:28:04,041 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-23 19:08:34,367 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3200.0
2023-11-23 19:14:38,825 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1290600.0
2023-11-23 19:15:14,098 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-23 23:28:04,216 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-24 01:08:34,590 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3200.0
2023-11-24 01:14:38,811 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1293300.0
2023-11-24 01:14:45,144 - Message didn't contain expected 'uplink_message.frm_payload' field
2023-11-24 01:14:45,144 - {'end_device_ids': {'device_id': 'eui-8cf95720000b7813', 'application_ids': {'application_id': 'ifempto'}, 'dev_eui': '8CF95720000B7813', 'join_eui': '526973696E674846', 'dev_addr': '27FEC4EB'}, 'correlation_ids': ['gs:uplink:01HFZE9EMJ1WZK1H4WC0EDGG00'], 'received_at': '2023-11-24T01:14:45.101011013Z', 'uplink_message': {'session_key_id': 'AYkt6TJhLVI7+5F7S+/+Lw==', 'f_cnt': 812, 'rx_metadata': [{'gateway_ids': {'gateway_id': 'eui-7076ff007906001d', 'eui': '7076FF007906001D'}, 'time': '2023-11-24T01:14:44.702344Z', 'timestamp': 3511176945, 'rssi': -97, 'channel_rssi': -97, 'snr': 1, 'uplink_token': 'CiIKIAoUZXVpLTcwNzZmZjAwNzkwNjAwMWQSCHB2/wB5BgAdEPGdoYoNGgwIhPL/qgYQ6PC85wIg6LrRk5iaQw==', 'received_at': '2023-11-24T01:14:42.582933485Z'}], 'settings': {'data_rate': {'lora': {'bandwidth': 125000, 'spreading_factor': 7, 'coding_rate': '4/5'}}, 'frequency': '902300000', 'timestamp': 3511176945, 'time': '2023-11-24T01:14:44.702344Z'}, 'received_at': '2023-11-24T01:14:44.754525437Z', 'consumed_airtime': '0.051456s', 'network_ids': {'net_id': '000013', 'ns_id': 'EC656E0000000102', 'tenant_id': 'scalldigital', 'cluster_id': 'nam1', 'cluster_address': 'nam1.cloud.thethings.industries', 'tenant_address': 'scalldigital.nam1.cloud.thethings.industries'}}}
2023-11-24 06:03:18,846 - ---- MQTT process End -------
2023-11-24 07:08:34,868 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3200.0
2023-11-24 07:14:39,059 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1296200.0
2023-11-24 07:15:14,280 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-24 11:28:04,589 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-24 13:08:35,208 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3200.0
2023-11-24 13:14:39,314 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1299200.0
2023-11-24 13:15:14,424 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-24 17:28:04,726 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-24 19:08:35,451 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3300.0
2023-11-24 19:14:39,151 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1302100.0
2023-11-24 19:15:14,820 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-24 23:28:04,877 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-25 01:08:35,645 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3300.0
2023-11-25 01:14:39,418 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1306900.0
2023-11-25 01:15:14,776 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-25 05:06:25,830 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-25 05:15:36,625 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-25 05:28:05,039 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-25 05:47:37,705 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3300.0
2023-11-25 05:48:54,217 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1310800.0
2023-11-25 06:08:22,923 - ---- MQTT process End -------
2023-11-25 07:08:35,926 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3300.0
2023-11-25 07:14:39,533 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1311800.0
2023-11-25 07:15:14,927 - Failed to parse payload: '14'
2023-11-25 11:28:05,235 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-25 13:08:36,232 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3300.0
2023-11-25 13:14:39,631 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1315500.0
2023-11-25 13:15:15,032 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-25 17:28:05,417 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-25 19:08:36,504 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3300.0
2023-11-25 19:14:39,737 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1318500.0
2023-11-25 19:15:15,174 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-25 23:28:05,561 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-26 01:08:36,713 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3300.0
2023-11-26 01:15:15,249 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-26 05:06:26,357 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-26 05:15:37,444 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-26 05:28:05,683 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-26 05:47:38,758 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3300.0
2023-11-26 05:48:54,967 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1323800.0
2023-11-26 06:13:25,504 - ---- MQTT process End -------
2023-11-26 07:08:36,971 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3300.0
2023-11-26 07:14:39,994 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1324400.0
2023-11-26 07:15:15,209 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-26 11:28:05,872 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-26 13:08:37,270 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3300.0
2023-11-26 13:14:40,001 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1325400.0
2023-11-26 13:15:15,605 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-26 17:28:06,061 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-26 19:08:37,571 - Failed to parse payload: '14'
2023-11-26 19:14:40,214 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1326400.0
2023-11-26 19:15:15,632 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-26 23:28:06,238 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-27 01:08:37,734 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3300.0
2023-11-27 01:14:40,327 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1327400.0
2023-11-27 01:15:15,698 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-27 05:06:26,742 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-27 05:15:37,942 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-27 05:28:06,351 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-27 05:47:39,773 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3300.0
2023-11-27 06:18:28,469 - ---- MQTT process End -------
2023-11-27 07:08:37,971 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3300.0
2023-11-27 07:14:40,323 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1328400.0
2023-11-27 07:15:15,802 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-27 11:28:06,513 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-27 13:08:38,255 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3300.0
2023-11-27 13:14:40,438 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1329400.0
2023-11-27 13:15:15,773 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-27 17:28:06,695 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-27 19:08:38,495 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3300.0
2023-11-27 19:14:40,524 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1334000.0
2023-11-27 23:28:06,839 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-28 01:08:38,676 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3300.0
2023-11-28 01:14:40,750 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1339500.0
2023-11-28 05:06:27,159 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-28 05:15:38,859 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-28 05:28:06,976 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-28 05:47:40,765 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3300.0
2023-11-28 05:48:55,713 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1341600.0
2023-11-28 06:23:30,372 - ---- MQTT process End -------
2023-11-28 07:08:38,962 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3300.0
2023-11-28 07:14:40,753 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1342000.0
2023-11-28 07:15:16,240 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-28 11:28:07,174 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-28 13:08:39,246 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3300.0
2023-11-28 13:14:41,003 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1343300.0
2023-11-28 13:15:16,255 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-28 17:28:07,337 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-28 19:08:39,500 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3300.0
2023-11-28 19:14:41,227 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1345600.0
2023-11-28 19:15:16,373 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-28 23:28:07,486 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-29 01:08:39,724 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 3400.0000000000005
2023-11-29 01:14:41,095 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 1350100.0
2023-11-29 01:15:16,562 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-29 05:06:27,607 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-11-29 05:15:39,361 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-11-29 05:28:07,629 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
